GenBank	RefSeq	UCSC	Ensembl	Gencode
AAEX03024548.1	NW_003727918.1	chrUn_AAEX03024548	AAEX03024548.1	AAEX03024548.1
AAEX03024549.1	NW_003727919.1	chrUn_AAEX03024549	AAEX03024549.1	AAEX03024549.1
AAEX03024550.1	NW_003727920.1	chrUn_AAEX03024550	AAEX03024550.1	AAEX03024550.1
AAEX03024553.1	NW_003727922.1	chrUn_AAEX03024553	AAEX03024553.1	AAEX03024553.1
AAEX03024554.1	NW_003727923.1	chrUn_AAEX03024554	AAEX03024554.1	AAEX03024554.1
AAEX03024555.1	NW_003727924.1	chrUn_AAEX03024555	AAEX03024555.1	AAEX03024555.1
AAEX03024556.1	NW_003727925.1	chrUn_AAEX03024556	AAEX03024556.1	AAEX03024556.1
AAEX03024557.1	NW_003727926.1	chrUn_AAEX03024557	AAEX03024557.1	AAEX03024557.1
AAEX03024561.1	NW_003727928.1	chrUn_AAEX03024561	AAEX03024561.1	AAEX03024561.1
AAEX03024562.1	NW_003727929.1	chrUn_AAEX03024562	AAEX03024562.1	AAEX03024562.1
AAEX03024563.1	NW_003727930.1	chrUn_AAEX03024563	AAEX03024563.1	AAEX03024563.1
AAEX03024564.1	NW_003727931.1	chrUn_AAEX03024564	AAEX03024564.1	AAEX03024564.1
AAEX03024565.1	NW_003727932.1	chrUn_AAEX03024565	AAEX03024565.1	AAEX03024565.1
AAEX03024569.1	NW_003727934.1	chrUn_AAEX03024569	AAEX03024569.1	AAEX03024569.1
AAEX03024570.1	NW_003727935.1	chrUn_AAEX03024570	AAEX03024570.1	AAEX03024570.1
AAEX03024571.1	NW_003727936.1	chrUn_AAEX03024571	AAEX03024571.1	AAEX03024571.1
AAEX03024572.1	NW_003727937.1	chrUn_AAEX03024572	AAEX03024572.1	AAEX03024572.1
AAEX03024573.1	NW_003727938.1	chrUn_AAEX03024573	AAEX03024573.1	AAEX03024573.1
AAEX03024574.1	NW_003727939.1	chrUn_AAEX03024574	AAEX03024574.1	AAEX03024574.1
AAEX03024575.1	NW_003727940.1	chrUn_AAEX03024575	AAEX03024575.1	AAEX03024575.1
AAEX03024581.1	NW_003727942.1	chrUn_AAEX03024581	AAEX03024581.1	AAEX03024581.1
AAEX03024585.1	NW_003727944.1	chrUn_AAEX03024585	AAEX03024585.1	AAEX03024585.1
AAEX03024586.1	NW_003727945.1	chrUn_AAEX03024586	AAEX03024586.1	AAEX03024586.1
AAEX03024587.1	NW_003727946.1	chrUn_AAEX03024587	AAEX03024587.1	AAEX03024587.1
AAEX03024588.1	NW_003727947.1	chrUn_AAEX03024588	AAEX03024588.1	AAEX03024588.1
AAEX03024589.1	NW_003727948.1	chrUn_AAEX03024589	AAEX03024589.1	AAEX03024589.1
AAEX03024590.1	NW_003727949.1	chrUn_AAEX03024590	AAEX03024590.1	AAEX03024590.1
AAEX03024591.1	NW_003727950.1	chrUn_AAEX03024591	AAEX03024591.1	AAEX03024591.1
AAEX03024592.1	NW_003727951.1	chrUn_AAEX03024592	AAEX03024592.1	AAEX03024592.1
AAEX03024593.1	NW_003727952.1	chrUn_AAEX03024593	AAEX03024593.1	AAEX03024593.1
AAEX03024594.1	NW_003727953.1	chrUn_AAEX03024594	AAEX03024594.1	AAEX03024594.1
AAEX03024598.1	NW_003727955.1	chrUn_AAEX03024598	AAEX03024598.1	AAEX03024598.1
AAEX03024599.1	NW_003727956.1	chrUn_AAEX03024599	AAEX03024599.1	AAEX03024599.1
AAEX03024600.1	NW_003727957.1	chrUn_AAEX03024600	AAEX03024600.1	AAEX03024600.1
AAEX03024606.1	NW_003727960.1	chrUn_AAEX03024606	AAEX03024606.1	AAEX03024606.1
AAEX03024607.1	NW_003727961.1	chrUn_AAEX03024607	AAEX03024607.1	AAEX03024607.1
AAEX03024608.1	NW_003727962.1	chrUn_AAEX03024608	AAEX03024608.1	AAEX03024608.1
AAEX03024609.1	NW_003727963.1	chrUn_AAEX03024609	AAEX03024609.1	AAEX03024609.1
AAEX03024610.1	NW_003727964.1	chrUn_AAEX03024610	AAEX03024610.1	AAEX03024610.1
AAEX03024611.1	NW_003727965.1	chrUn_AAEX03024611	AAEX03024611.1	AAEX03024611.1
AAEX03024612.1	NW_003727966.1	chrUn_AAEX03024612	AAEX03024612.1	AAEX03024612.1
AAEX03024615.1	NW_003727968.1	chrUn_AAEX03024615	AAEX03024615.1	AAEX03024615.1
AAEX03024616.1	NW_003727969.1	chrUn_AAEX03024616	AAEX03024616.1	AAEX03024616.1
AAEX03024617.1	NW_003727970.1	chrUn_AAEX03024617	AAEX03024617.1	AAEX03024617.1
AAEX03024618.1	NW_003727971.1	chrUn_AAEX03024618	AAEX03024618.1	AAEX03024618.1
AAEX03024619.1	NW_003727972.1	chrUn_AAEX03024619	AAEX03024619.1	AAEX03024619.1
AAEX03024620.1	NW_003727973.1	chrUn_AAEX03024620	AAEX03024620.1	AAEX03024620.1
AAEX03024621.1	NW_003727974.1	chrUn_AAEX03024621	AAEX03024621.1	AAEX03024621.1
AAEX03024622.1	NW_003727975.1	chrUn_AAEX03024622	AAEX03024622.1	AAEX03024622.1
AAEX03024625.1	NW_003727977.1	chrUn_AAEX03024625	AAEX03024625.1	AAEX03024625.1
AAEX03024626.1	NW_003727978.1	chrUn_AAEX03024626	AAEX03024626.1	AAEX03024626.1
AAEX03024631.1	NW_003727981.1	chrUn_AAEX03024631	AAEX03024631.1	AAEX03024631.1
AAEX03024632.1	NW_003727982.1	chrUn_AAEX03024632	AAEX03024632.1	AAEX03024632.1
AAEX03024633.1	NW_003727983.1	chrUn_AAEX03024633	AAEX03024633.1	AAEX03024633.1
AAEX03024634.1	NW_003727984.1	chrUn_AAEX03024634	AAEX03024634.1	AAEX03024634.1
AAEX03024638.1	NW_003727986.1	chrUn_AAEX03024638	AAEX03024638.1	AAEX03024638.1
AAEX03024639.1	NW_003727987.1	chrUn_AAEX03024639	AAEX03024639.1	AAEX03024639.1
AAEX03024643.1	NW_003727989.1	chrUn_AAEX03024643	AAEX03024643.1	AAEX03024643.1
AAEX03024644.1	NW_003727990.1	chrUn_AAEX03024644	AAEX03024644.1	AAEX03024644.1
AAEX03024645.1	NW_003727991.1	chrUn_AAEX03024645	AAEX03024645.1	AAEX03024645.1
AAEX03024646.1	NW_003727992.1	chrUn_AAEX03024646	AAEX03024646.1	AAEX03024646.1
AAEX03024647.1	NW_003727993.1	chrUn_AAEX03024647	AAEX03024647.1	AAEX03024647.1
AAEX03024648.1	NW_003727994.1	chrUn_AAEX03024648	AAEX03024648.1	AAEX03024648.1
AAEX03024649.1	NW_003727995.1	chrUn_AAEX03024649	AAEX03024649.1	AAEX03024649.1
AAEX03024650.1	NW_003727996.1	chrUn_AAEX03024650	AAEX03024650.1	AAEX03024650.1
AAEX03024651.1	NW_003727997.1	chrUn_AAEX03024651	AAEX03024651.1	AAEX03024651.1
AAEX03024652.1	NW_003727998.1	chrUn_AAEX03024652	AAEX03024652.1	AAEX03024652.1
AAEX03024653.1	NW_003727999.1	chrUn_AAEX03024653	AAEX03024653.1	AAEX03024653.1
AAEX03024654.1	NW_003728000.1	chrUn_AAEX03024654	AAEX03024654.1	AAEX03024654.1
AAEX03024655.1	NW_003728001.1	chrUn_AAEX03024655	AAEX03024655.1	AAEX03024655.1
AAEX03024656.1	NW_003728002.1	chrUn_AAEX03024656	AAEX03024656.1	AAEX03024656.1
AAEX03024657.1	NW_003728003.1	chrUn_AAEX03024657	AAEX03024657.1	AAEX03024657.1
AAEX03024658.1	NW_003728004.1	chrUn_AAEX03024658	AAEX03024658.1	AAEX03024658.1
AAEX03024659.1	NW_003728005.1	chrUn_AAEX03024659	AAEX03024659.1	AAEX03024659.1
AAEX03024660.1	NW_003728006.1	chrUn_AAEX03024660	AAEX03024660.1	AAEX03024660.1
AAEX03024661.1	NW_003728007.1	chrUn_AAEX03024661	AAEX03024661.1	AAEX03024661.1
AAEX03024662.1	NW_003728008.1	chrUn_AAEX03024662	AAEX03024662.1	AAEX03024662.1
AAEX03024663.1	NW_003728009.1	chrUn_AAEX03024663	AAEX03024663.1	AAEX03024663.1
AAEX03024664.1	NW_003728010.1	chrUn_AAEX03024664	AAEX03024664.1	AAEX03024664.1
AAEX03024665.1	NW_003728011.1	chrUn_AAEX03024665	AAEX03024665.1	AAEX03024665.1
AAEX03024666.1	NW_003728012.1	chrUn_AAEX03024666	AAEX03024666.1	AAEX03024666.1
AAEX03024667.1	NW_003728013.1	chrUn_AAEX03024667	AAEX03024667.1	AAEX03024667.1
AAEX03024668.1	NW_003728014.1	chrUn_AAEX03024668	AAEX03024668.1	AAEX03024668.1
AAEX03024669.1	NW_003728015.1	chrUn_AAEX03024669	AAEX03024669.1	AAEX03024669.1
AAEX03024670.1	NW_003728016.1	chrUn_AAEX03024670	AAEX03024670.1	AAEX03024670.1
AAEX03024671.1	NW_003728017.1	chrUn_AAEX03024671	AAEX03024671.1	AAEX03024671.1
AAEX03024672.1	NW_003728018.1	chrUn_AAEX03024672	AAEX03024672.1	AAEX03024672.1
AAEX03024673.1	NW_003728019.1	chrUn_AAEX03024673	AAEX03024673.1	AAEX03024673.1
AAEX03024678.1	NW_003728021.1	chrUn_AAEX03024678	AAEX03024678.1	AAEX03024678.1
AAEX03024681.1	NW_003728023.1	chrUn_AAEX03024681	AAEX03024681.1	AAEX03024681.1
AAEX03024682.1	NW_003728024.1	chrUn_AAEX03024682	AAEX03024682.1	AAEX03024682.1
AAEX03024683.1	NW_003728025.1	chrUn_AAEX03024683	AAEX03024683.1	AAEX03024683.1
AAEX03024684.1	NW_003728026.1	chrUn_AAEX03024684	AAEX03024684.1	AAEX03024684.1
AAEX03024685.1	NW_003728027.1	chrUn_AAEX03024685	AAEX03024685.1	AAEX03024685.1
AAEX03024686.1	NW_003728028.1	chrUn_AAEX03024686	AAEX03024686.1	AAEX03024686.1
AAEX03024687.1	NW_003728029.1	chrUn_AAEX03024687	AAEX03024687.1	AAEX03024687.1
AAEX03024688.1	NW_003728030.1	chrUn_AAEX03024688	AAEX03024688.1	AAEX03024688.1
AAEX03024689.1	NW_003728031.1	chrUn_AAEX03024689	AAEX03024689.1	AAEX03024689.1
AAEX03024690.1	NW_003728032.1	chrUn_AAEX03024690	AAEX03024690.1	AAEX03024690.1
AAEX03024691.1	NW_003728033.1	chrUn_AAEX03024691	AAEX03024691.1	AAEX03024691.1
AAEX03024692.1	NW_003728034.1	chrUn_AAEX03024692	AAEX03024692.1	AAEX03024692.1
AAEX03024693.1	NW_003728035.1	chrUn_AAEX03024693	AAEX03024693.1	AAEX03024693.1
AAEX03024694.1	NW_003728036.1	chrUn_AAEX03024694	AAEX03024694.1	AAEX03024694.1
AAEX03024695.1	NW_003728037.1	chrUn_AAEX03024695	AAEX03024695.1	AAEX03024695.1
AAEX03024696.1	NW_003728038.1	chrUn_AAEX03024696	AAEX03024696.1	AAEX03024696.1
AAEX03024697.1	NW_003728039.1	chrUn_AAEX03024697	AAEX03024697.1	AAEX03024697.1
AAEX03024698.1	NW_003728040.1	chrUn_AAEX03024698	AAEX03024698.1	AAEX03024698.1
AAEX03024699.1	NW_003728041.1	chrUn_AAEX03024699	AAEX03024699.1	AAEX03024699.1
AAEX03024700.1	NW_003728042.1	chrUn_AAEX03024700	AAEX03024700.1	AAEX03024700.1
AAEX03024701.1	NW_003728043.1	chrUn_AAEX03024701	AAEX03024701.1	AAEX03024701.1
AAEX03024702.1	NW_003728044.1	chrUn_AAEX03024702	AAEX03024702.1	AAEX03024702.1
AAEX03024706.1	NW_003728046.1	chrUn_AAEX03024706	AAEX03024706.1	AAEX03024706.1
AAEX03024707.1	NW_003728047.1	chrUn_AAEX03024707	AAEX03024707.1	AAEX03024707.1
AAEX03024708.1	NW_003728048.1	chrUn_AAEX03024708	AAEX03024708.1	AAEX03024708.1
AAEX03024709.1	NW_003728049.1	chrUn_AAEX03024709	AAEX03024709.1	AAEX03024709.1
AAEX03024710.1	NW_003728050.1	chrUn_AAEX03024710	AAEX03024710.1	AAEX03024710.1
AAEX03024711.1	NW_003728051.1	chrUn_AAEX03024711	AAEX03024711.1	AAEX03024711.1
AAEX03024712.1	NW_003728052.1	chrUn_AAEX03024712	AAEX03024712.1	AAEX03024712.1
AAEX03024713.1	NW_003728053.1	chrUn_AAEX03024713	AAEX03024713.1	AAEX03024713.1
AAEX03024714.1	NW_003728054.1	chrUn_AAEX03024714	AAEX03024714.1	AAEX03024714.1
AAEX03024718.1	NW_003728056.1	chrUn_AAEX03024718	AAEX03024718.1	AAEX03024718.1
AAEX03024719.1	NW_003728057.1	chrUn_AAEX03024719	AAEX03024719.1	AAEX03024719.1
AAEX03024720.1	NW_003728058.1	chrUn_AAEX03024720	AAEX03024720.1	AAEX03024720.1
AAEX03024725.1	NW_003728061.1	chrUn_AAEX03024725	AAEX03024725.1	AAEX03024725.1
AAEX03024726.1	NW_003728062.1	chrUn_AAEX03024726	AAEX03024726.1	AAEX03024726.1
AAEX03024727.1	NW_003728063.1	chrUn_AAEX03024727	AAEX03024727.1	AAEX03024727.1
AAEX03024728.1	NW_003728064.1	chrUn_AAEX03024728	AAEX03024728.1	AAEX03024728.1
AAEX03024729.1	NW_003728065.1	chrUn_AAEX03024729	AAEX03024729.1	AAEX03024729.1
AAEX03024730.1	NW_003728066.1	chrUn_AAEX03024730	AAEX03024730.1	AAEX03024730.1
AAEX03024731.1	NW_003728067.1	chrUn_AAEX03024731	AAEX03024731.1	AAEX03024731.1
AAEX03024732.1	NW_003728068.1	chrUn_AAEX03024732	AAEX03024732.1	AAEX03024732.1
AAEX03024733.1	NW_003728069.1	chrUn_AAEX03024733	AAEX03024733.1	AAEX03024733.1
AAEX03024734.1	NW_003728070.1	chrUn_AAEX03024734	AAEX03024734.1	AAEX03024734.1
AAEX03024735.1	NW_003728071.1	chrUn_AAEX03024735	AAEX03024735.1	AAEX03024735.1
AAEX03024736.1	NW_003728072.1	chrUn_AAEX03024736	AAEX03024736.1	AAEX03024736.1
AAEX03024737.1	NW_003728073.1	chrUn_AAEX03024737	AAEX03024737.1	AAEX03024737.1
AAEX03024738.1	NW_003728074.1	chrUn_AAEX03024738	AAEX03024738.1	AAEX03024738.1
AAEX03024739.1	NW_003728075.1	chrUn_AAEX03024739	AAEX03024739.1	AAEX03024739.1
AAEX03024740.1	NW_003728076.1	chrUn_AAEX03024740	AAEX03024740.1	AAEX03024740.1
AAEX03024741.1	NW_003728077.1	chrUn_AAEX03024741	AAEX03024741.1	AAEX03024741.1
AAEX03024742.1	NW_003728078.1	chrUn_AAEX03024742	AAEX03024742.1	AAEX03024742.1
AAEX03024743.1	NW_003728079.1	chrUn_AAEX03024743	AAEX03024743.1	AAEX03024743.1
AAEX03024744.1	NW_003728080.1	chrUn_AAEX03024744	AAEX03024744.1	AAEX03024744.1
AAEX03024745.1	NW_003728081.1	chrUn_AAEX03024745	AAEX03024745.1	AAEX03024745.1
AAEX03024746.1	NW_003728082.1	chrUn_AAEX03024746	AAEX03024746.1	AAEX03024746.1
AAEX03024747.1	NW_003728083.1	chrUn_AAEX03024747	AAEX03024747.1	AAEX03024747.1
AAEX03024750.1	NW_003728085.1	chrUn_AAEX03024750	AAEX03024750.1	AAEX03024750.1
AAEX03024751.1	NW_003728086.1	chrUn_AAEX03024751	AAEX03024751.1	AAEX03024751.1
AAEX03024752.1	NW_003728087.1	chrUn_AAEX03024752	AAEX03024752.1	AAEX03024752.1
AAEX03024753.1	NW_003728088.1	chrUn_AAEX03024753	AAEX03024753.1	AAEX03024753.1
AAEX03024754.1	NW_003728089.1	chrUn_AAEX03024754	AAEX03024754.1	AAEX03024754.1
AAEX03024755.1	NW_003728090.1	chrUn_AAEX03024755	AAEX03024755.1	AAEX03024755.1
AAEX03024756.1	NW_003728091.1	chrUn_AAEX03024756	AAEX03024756.1	AAEX03024756.1
AAEX03024757.1	NW_003728092.1	chrUn_AAEX03024757	AAEX03024757.1	AAEX03024757.1
AAEX03024758.1	NW_003728093.1	chrUn_AAEX03024758	AAEX03024758.1	AAEX03024758.1
AAEX03024759.1	NW_003728094.1	chrUn_AAEX03024759	AAEX03024759.1	AAEX03024759.1
AAEX03024760.1	NW_003728095.1	chrUn_AAEX03024760	AAEX03024760.1	AAEX03024760.1
AAEX03024761.1	NW_003728096.1	chrUn_AAEX03024761	AAEX03024761.1	AAEX03024761.1
AAEX03024762.1	NW_003728097.1	chrUn_AAEX03024762	AAEX03024762.1	AAEX03024762.1
AAEX03024763.1	NW_003728098.1	chrUn_AAEX03024763	AAEX03024763.1	AAEX03024763.1
AAEX03024764.1	NW_003728099.1	chrUn_AAEX03024764	AAEX03024764.1	AAEX03024764.1
AAEX03024765.1	NW_003728100.1	chrUn_AAEX03024765	AAEX03024765.1	AAEX03024765.1
AAEX03024766.1	NW_003728101.1	chrUn_AAEX03024766	AAEX03024766.1	AAEX03024766.1
AAEX03024767.1	NW_003728102.1	chrUn_AAEX03024767	AAEX03024767.1	AAEX03024767.1
AAEX03024768.1	NW_003728103.1	chrUn_AAEX03024768	AAEX03024768.1	AAEX03024768.1
AAEX03024769.1	NW_003728104.1	chrUn_AAEX03024769	AAEX03024769.1	AAEX03024769.1
AAEX03024770.1	NW_003728105.1	chrUn_AAEX03024770	AAEX03024770.1	AAEX03024770.1
AAEX03024771.1	NW_003728106.1	chrUn_AAEX03024771	AAEX03024771.1	AAEX03024771.1
AAEX03024772.1	NW_003728107.1	chrUn_AAEX03024772	AAEX03024772.1	AAEX03024772.1
AAEX03024773.1	NW_003728108.1	chrUn_AAEX03024773	AAEX03024773.1	AAEX03024773.1
AAEX03024774.1	NW_003728109.1	chrUn_AAEX03024774	AAEX03024774.1	AAEX03024774.1
AAEX03024775.1	NW_003728110.1	chrUn_AAEX03024775	AAEX03024775.1	AAEX03024775.1
AAEX03024776.1	NW_003728111.1	chrUn_AAEX03024776	AAEX03024776.1	AAEX03024776.1
AAEX03024777.1	NW_003728112.1	chrUn_AAEX03024777	AAEX03024777.1	AAEX03024777.1
AAEX03024778.1	NW_003728113.1	chrUn_AAEX03024778	AAEX03024778.1	AAEX03024778.1
AAEX03024779.1	NW_003728114.1	chrUn_AAEX03024779	AAEX03024779.1	AAEX03024779.1
AAEX03024780.1	NW_003728115.1	chrUn_AAEX03024780	AAEX03024780.1	AAEX03024780.1
AAEX03024781.1	NW_003728116.1	chrUn_AAEX03024781	AAEX03024781.1	AAEX03024781.1
AAEX03024782.1	NW_003728117.1	chrUn_AAEX03024782	AAEX03024782.1	AAEX03024782.1
AAEX03024783.1	NW_003728118.1	chrUn_AAEX03024783	AAEX03024783.1	AAEX03024783.1
AAEX03024784.1	NW_003728119.1	chrUn_AAEX03024784	AAEX03024784.1	AAEX03024784.1
AAEX03024785.1	NW_003728120.1	chrUn_AAEX03024785	AAEX03024785.1	AAEX03024785.1
AAEX03024786.1	NW_003728121.1	chrUn_AAEX03024786	AAEX03024786.1	AAEX03024786.1
AAEX03024787.1	NW_003728122.1	chrUn_AAEX03024787	AAEX03024787.1	AAEX03024787.1
AAEX03024788.1	NW_003728123.1	chrUn_AAEX03024788	AAEX03024788.1	AAEX03024788.1
AAEX03024789.1	NW_003728124.1	chrUn_AAEX03024789	AAEX03024789.1	AAEX03024789.1
AAEX03024790.1	NW_003728125.1	chrUn_AAEX03024790	AAEX03024790.1	AAEX03024790.1
AAEX03024791.1	NW_003728126.1	chrUn_AAEX03024791	AAEX03024791.1	AAEX03024791.1
AAEX03024792.1	NW_003728127.1	chrUn_AAEX03024792	AAEX03024792.1	AAEX03024792.1
AAEX03024793.1	NW_003728128.1	chrUn_AAEX03024793	AAEX03024793.1	AAEX03024793.1
AAEX03024794.1	NW_003728129.1	chrUn_AAEX03024794	AAEX03024794.1	AAEX03024794.1
AAEX03024795.1	NW_003728130.1	chrUn_AAEX03024795	AAEX03024795.1	AAEX03024795.1
AAEX03024796.1	NW_003728131.1	chrUn_AAEX03024796	AAEX03024796.1	AAEX03024796.1
AAEX03024797.1	NW_003728132.1	chrUn_AAEX03024797	AAEX03024797.1	AAEX03024797.1
AAEX03024798.1	NW_003728133.1	chrUn_AAEX03024798	AAEX03024798.1	AAEX03024798.1
AAEX03024799.1	NW_003728134.1	chrUn_AAEX03024799	AAEX03024799.1	AAEX03024799.1
AAEX03024800.1	NW_003728135.1	chrUn_AAEX03024800	AAEX03024800.1	AAEX03024800.1
AAEX03024801.1	NW_003728136.1	chrUn_AAEX03024801	AAEX03024801.1	AAEX03024801.1
AAEX03024802.1	NW_003728137.1	chrUn_AAEX03024802	AAEX03024802.1	AAEX03024802.1
AAEX03024803.1	NW_003728138.1	chrUn_AAEX03024803	AAEX03024803.1	AAEX03024803.1
AAEX03024804.1	NW_003728139.1	chrUn_AAEX03024804	AAEX03024804.1	AAEX03024804.1
AAEX03024805.1	NW_003728140.1	chrUn_AAEX03024805	AAEX03024805.1	AAEX03024805.1
AAEX03024806.1	NW_003728141.1	chrUn_AAEX03024806	AAEX03024806.1	AAEX03024806.1
AAEX03024807.1	NW_003728142.1	chrUn_AAEX03024807	AAEX03024807.1	AAEX03024807.1
AAEX03024808.1	NW_003728143.1	chrUn_AAEX03024808	AAEX03024808.1	AAEX03024808.1
AAEX03024809.1	NW_003728144.1	chrUn_AAEX03024809	AAEX03024809.1	AAEX03024809.1
AAEX03024810.1	NW_003728145.1	chrUn_AAEX03024810	AAEX03024810.1	AAEX03024810.1
AAEX03024811.1	NW_003728146.1	chrUn_AAEX03024811	AAEX03024811.1	AAEX03024811.1
AAEX03024812.1	NW_003728147.1	chrUn_AAEX03024812	AAEX03024812.1	AAEX03024812.1
AAEX03024813.1	NW_003728148.1	chrUn_AAEX03024813	AAEX03024813.1	AAEX03024813.1
AAEX03024814.1	NW_003728149.1	chrUn_AAEX03024814	AAEX03024814.1	AAEX03024814.1
AAEX03024815.1	NW_003728150.1	chrUn_AAEX03024815	AAEX03024815.1	AAEX03024815.1
AAEX03024816.1	NW_003728151.1	chrUn_AAEX03024816	AAEX03024816.1	AAEX03024816.1
AAEX03024817.1	NW_003728152.1	chrUn_AAEX03024817	AAEX03024817.1	AAEX03024817.1
AAEX03024818.1	NW_003728153.1	chrUn_AAEX03024818	AAEX03024818.1	AAEX03024818.1
AAEX03024819.1	NW_003728154.1	chrUn_AAEX03024819	AAEX03024819.1	AAEX03024819.1
AAEX03024820.1	NW_003728155.1	chrUn_AAEX03024820	AAEX03024820.1	AAEX03024820.1
AAEX03024821.1	NW_003728156.1	chrUn_AAEX03024821	AAEX03024821.1	AAEX03024821.1
AAEX03024824.1	NW_003728158.1	chrUn_AAEX03024824	AAEX03024824.1	AAEX03024824.1
AAEX03024825.1	NW_003728159.1	chrUn_AAEX03024825	AAEX03024825.1	AAEX03024825.1
AAEX03024826.1	NW_003728160.1	chrUn_AAEX03024826	AAEX03024826.1	AAEX03024826.1
AAEX03024827.1	NW_003728161.1	chrUn_AAEX03024827	AAEX03024827.1	AAEX03024827.1
AAEX03024828.1	NW_003728162.1	chrUn_AAEX03024828	AAEX03024828.1	AAEX03024828.1
AAEX03024829.1	NW_003728163.1	chrUn_AAEX03024829	AAEX03024829.1	AAEX03024829.1
AAEX03024830.1	NW_003728164.1	chrUn_AAEX03024830	AAEX03024830.1	AAEX03024830.1
AAEX03024831.1	NW_003728165.1	chrUn_AAEX03024831	AAEX03024831.1	AAEX03024831.1
AAEX03024832.1	NW_003728166.1	chrUn_AAEX03024832	AAEX03024832.1	AAEX03024832.1
AAEX03024836.1	NW_003728168.1	chrUn_AAEX03024836	AAEX03024836.1	AAEX03024836.1
AAEX03024837.1	NW_003728169.1	chrUn_AAEX03024837	AAEX03024837.1	AAEX03024837.1
AAEX03024838.1	NW_003728170.1	chrUn_AAEX03024838	AAEX03024838.1	AAEX03024838.1
AAEX03024839.1	NW_003728171.1	chrUn_AAEX03024839	AAEX03024839.1	AAEX03024839.1
AAEX03024840.1	NW_003728172.1	chrUn_AAEX03024840	AAEX03024840.1	AAEX03024840.1
AAEX03024841.1	NW_003728173.1	chrUn_AAEX03024841	AAEX03024841.1	AAEX03024841.1
AAEX03024842.1	NW_003728174.1	chrUn_AAEX03024842	AAEX03024842.1	AAEX03024842.1
AAEX03024843.1	NW_003728175.1	chrUn_AAEX03024843	AAEX03024843.1	AAEX03024843.1
AAEX03024844.1	NW_003728176.1	chrUn_AAEX03024844	AAEX03024844.1	AAEX03024844.1
AAEX03024845.1	NW_003728177.1	chrUn_AAEX03024845	AAEX03024845.1	AAEX03024845.1
AAEX03024846.1	NW_003728178.1	chrUn_AAEX03024846	AAEX03024846.1	AAEX03024846.1
AAEX03024847.1	NW_003728179.1	chrUn_AAEX03024847	AAEX03024847.1	AAEX03024847.1
AAEX03024850.1	NW_003728181.1	chrUn_AAEX03024850	AAEX03024850.1	AAEX03024850.1
AAEX03024851.1	NW_003728182.1	chrUn_AAEX03024851	AAEX03024851.1	AAEX03024851.1
AAEX03024852.1	NW_003728183.1	chrUn_AAEX03024852	AAEX03024852.1	AAEX03024852.1
AAEX03024853.1	NW_003728184.1	chrUn_AAEX03024853	AAEX03024853.1	AAEX03024853.1
AAEX03024854.1	NW_003728185.1	chrUn_AAEX03024854	AAEX03024854.1	AAEX03024854.1
AAEX03024860.1	NW_003728188.1	chrUn_AAEX03024860	AAEX03024860.1	AAEX03024860.1
AAEX03024861.1	NW_003728189.1	chrUn_AAEX03024861	AAEX03024861.1	AAEX03024861.1
AAEX03024862.1	NW_003728190.1	chrUn_AAEX03024862	AAEX03024862.1	AAEX03024862.1
AAEX03024863.1	NW_003728191.1	chrUn_AAEX03024863	AAEX03024863.1	AAEX03024863.1
AAEX03024864.1	NW_003728192.1	chrUn_AAEX03024864	AAEX03024864.1	AAEX03024864.1
AAEX03024865.1	NW_003728193.1	chrUn_AAEX03024865	AAEX03024865.1	AAEX03024865.1
AAEX03024866.1	NW_003728194.1	chrUn_AAEX03024866	AAEX03024866.1	AAEX03024866.1
AAEX03024867.1	NW_003728195.1	chrUn_AAEX03024867	AAEX03024867.1	AAEX03024867.1
AAEX03024868.1	NW_003728196.1	chrUn_AAEX03024868	AAEX03024868.1	AAEX03024868.1
AAEX03024869.1	NW_003728197.1	chrUn_AAEX03024869	AAEX03024869.1	AAEX03024869.1
AAEX03024870.1	NW_003728198.1	chrUn_AAEX03024870	AAEX03024870.1	AAEX03024870.1
AAEX03024871.1	NW_003728199.1	chrUn_AAEX03024871	AAEX03024871.1	AAEX03024871.1
AAEX03024872.1	NW_003728200.1	chrUn_AAEX03024872	AAEX03024872.1	AAEX03024872.1
AAEX03024873.1	NW_003728201.1	chrUn_AAEX03024873	AAEX03024873.1	AAEX03024873.1
AAEX03024874.1	NW_003728202.1	chrUn_AAEX03024874	AAEX03024874.1	AAEX03024874.1
AAEX03024875.1	NW_003728203.1	chrUn_AAEX03024875	AAEX03024875.1	AAEX03024875.1
AAEX03024876.1	NW_003728204.1	chrUn_AAEX03024876	AAEX03024876.1	AAEX03024876.1
AAEX03024877.1	NW_003728205.1	chrUn_AAEX03024877	AAEX03024877.1	AAEX03024877.1
AAEX03024878.1	NW_003728206.1	chrUn_AAEX03024878	AAEX03024878.1	AAEX03024878.1
AAEX03024879.1	NW_003728207.1	chrUn_AAEX03024879	AAEX03024879.1	AAEX03024879.1
AAEX03024884.1	NW_003728210.1	chrUn_AAEX03024884	AAEX03024884.1	AAEX03024884.1
AAEX03024885.1	NW_003728211.1	chrUn_AAEX03024885	AAEX03024885.1	AAEX03024885.1
AAEX03024886.1	NW_003728212.1	chrUn_AAEX03024886	AAEX03024886.1	AAEX03024886.1
AAEX03024887.1	NW_003728213.1	chrUn_AAEX03024887	AAEX03024887.1	AAEX03024887.1
